Year,Area,Item,Unit,Production (Tonnes),CH4 Emissions intensity
1973,Asia,"Eggs, hen, in shell",tonnes,5180478,1.0444
1974,Asia,"Eggs, hen, in shell",tonnes,5308190,1.0434
1975,Asia,"Eggs, hen, in shell",tonnes,5509356,1.0273
1976,Asia,"Eggs, hen, in shell",tonnes,5800307,1.0123
1977,Asia,"Eggs, hen, in shell",tonnes,6182968,0.9866
1978,Asia,"Eggs, hen, in shell",tonnes,6474238,0.9696
1979,Asia,"Eggs, hen, in shell",tonnes,6623532,0.9596
1980,Asia,"Eggs, hen, in shell",tonnes,7005805,0.9256
1981,Asia,"Eggs, hen, in shell",tonnes,7204400,0.8913
1982,Asia,"Eggs, hen, in shell",tonnes,7610950,0.8703
1983,Asia,"Eggs, hen, in shell",tonnes,8106430,0.8684
1984,Asia,"Eggs, hen, in shell",tonnes,9180927,0.7956
1985,Asia,"Eggs, hen, in shell",tonnes,10263126,0.7584
1986,Asia,"Eggs, hen, in shell",tonnes,10649435,0.7395
1987,Asia,"Eggs, hen, in shell",tonnes,11199617,0.7259
1988,Asia,"Eggs, hen, in shell",tonnes,12280814,0.6961
1989,Asia,"Eggs, hen, in shell",tonnes,12851032,0.6873
1990,Asia,"Eggs, hen, in shell",tonnes,13650345,0.6939
1991,Asia,"Eggs, hen, in shell",tonnes,15023844,0.6579
1992,Asia,"Eggs, hen, in shell",tonnes,16593107,0.6367
1993,Asia,"Eggs, hen, in shell",tonnes,18141856,0.6081
1994,Asia,"Eggs, hen, in shell",tonnes,20814469,0.6206
1995,Asia,"Eggs, hen, in shell",tonnes,22441630,0.6208
1996,Asia,"Eggs, hen, in shell",tonnes,24856622,0.6083
1997,Asia,"Eggs, hen, in shell",tonnes,25719210,0.6154
1998,Asia,"Eggs, hen, in shell",tonnes,26702240,0.6081
1999,Asia,"Eggs, hen, in shell",tonnes,27973820,0.6056
2000,Asia,"Eggs, hen, in shell",tonnes,29045451,0.6222
2001,Asia,"Eggs, hen, in shell",tonnes,29395450,0.6273
2002,Asia,"Eggs, hen, in shell",tonnes,30303125,0.6356
2003,Asia,"Eggs, hen, in shell",tonnes,31184300,0.624
2004,Asia,"Eggs, hen, in shell",tonnes,31714333,0.6389
2005,Asia,"Eggs, hen, in shell",tonnes,32593766,0.6452
2006,Asia,"Eggs, hen, in shell",tonnes,32923948,0.6627
2007,Asia,"Eggs, hen, in shell",tonnes,34483696,0.6591
2008,Asia,"Eggs, hen, in shell",tonnes,36226896,0.6534
2009,Asia,"Eggs, hen, in shell",tonnes,37006771,0.6517
2010,Asia,"Eggs, hen, in shell",tonnes,37637091,0.6552
2011,Asia,"Eggs, hen, in shell",tonnes,38211929,0.6547
2012,Asia,"Eggs, hen, in shell",tonnes,39584053,0.6547
2013,Asia,"Eggs, hen, in shell",tonnes,40325526,0.6574
2014,Asia,"Eggs, hen, in shell",tonnes,41048547,0.6587
2015,Asia,"Eggs, hen, in shell",tonnes,47542262,0.604
2016,Asia,"Eggs, hen, in shell",tonnes,49416012,0.5943
2017,Asia,"Eggs, hen, in shell",tonnes,49690163,0.6185
1961,Asia,"Meat, pig",tonnes,2902857,5.5167
1962,Asia,"Meat, pig",tonnes,3487882,4.5692
1963,Asia,"Meat, pig",tonnes,5048904,3.6943
1964,Asia,"Meat, pig",tonnes,6392966,3.507
1965,Asia,"Meat, pig",tonnes,7286305,3.4539
1966,Asia,"Meat, pig",tonnes,8033646,3.385
1967,Asia,"Meat, pig",tonnes,8436473,3.581
1968,Asia,"Meat, pig",tonnes,8390559,3.5996
1969,Asia,"Meat, pig",tonnes,8277387,3.5038
1970,Asia,"Meat, pig",tonnes,8452503,3.4124
1971,Asia,"Meat, pig",tonnes,9530497,3.4406
1972,Asia,"Meat, pig",tonnes,10364849,3.6935
1973,Asia,"Meat, pig",tonnes,10569668,3.8131
1974,Asia,"Meat, pig",tonnes,10606265,3.716
1975,Asia,"Meat, pig",tonnes,10647117,3.6574
1976,Asia,"Meat, pig",tonnes,10723712,3.8048
1977,Asia,"Meat, pig",tonnes,10897341,3.8661
1978,Asia,"Meat, pig",tonnes,11976562,3.6313
1979,Asia,"Meat, pig",tonnes,14392440,3.1216
1980,Asia,"Meat, pig",tonnes,15807086,3.0053
1981,Asia,"Meat, pig",tonnes,16464839,2.8086
1982,Asia,"Meat, pig",tonnes,17431549,2.602
1983,Asia,"Meat, pig",tonnes,18140380,2.5799
1984,Asia,"Meat, pig",tonnes,19824581,2.3659
1985,Asia,"Meat, pig",tonnes,22217376,2.1656
1986,Asia,"Meat, pig",tonnes,22883442,2.237
1987,Asia,"Meat, pig",tonnes,24402336,2.1399
1988,Asia,"Meat, pig",tonnes,26181414,1.9534
1989,Asia,"Meat, pig",tonnes,27509877,1.9363
1990,Asia,"Meat, pig",tonnes,29350410,1.8471
1991,Asia,"Meat, pig",tonnes,31704944,1.7783
1992,Asia,"Meat, pig",tonnes,34213585,1.7193
1993,Asia,"Meat, pig",tonnes,36551302,1.6573
1994,Asia,"Meat, pig",tonnes,40287456,1.5362
1995,Asia,"Meat, pig",tonnes,44626045,1.4424
1996,Asia,"Meat, pig",tonnes,39987211,1.6957
1997,Asia,"Meat, pig",tonnes,44327365,1.3387
1998,Asia,"Meat, pig",tonnes,47157055,1.3424
1999,Asia,"Meat, pig",tonnes,48302518,1.3535
2000,Asia,"Meat, pig",tonnes,47958803,1.3898
2001,Asia,"Meat, pig",tonnes,49098414,1.3356
2002,Asia,"Meat, pig",tonnes,50247443,1.3244
2003,Asia,"Meat, pig",tonnes,51905153,1.2908
2004,Asia,"Meat, pig",tonnes,52975402,1.2611
2005,Asia,"Meat, pig",tonnes,55166654,1.234
2006,Asia,"Meat, pig",tonnes,56786590,1.2253
2007,Asia,"Meat, pig",tonnes,53224534,1.2794
2008,Asia,"Meat, pig",tonnes,56587397,1.2416
2009,Asia,"Meat, pig",tonnes,59684529,1.2279
2010,Asia,"Meat, pig",tonnes,61621308,1.2058
2011,Asia,"Meat, pig",tonnes,61316715,1.1969
2012,Asia,"Meat, pig",tonnes,64621712,1.1483
2013,Asia,"Meat, pig",tonnes,66536794,1.1269
2014,Asia,"Meat, pig",tonnes,68395178,1.0977
2015,Asia,"Meat, pig",tonnes,68457256,1.0884
2016,Asia,"Meat, pig",tonnes,66517844,1.1037
2017,Asia,"Meat, pig",tonnes,66877069,1.0703
1961,Europe,Cereals excluding rice,tonnes,256457419,0.1671
1962,Europe,Cereals excluding rice,tonnes,273784075,0.1671
1963,Europe,Cereals excluding rice,tonnes,242769607,0.1885
1964,Europe,Cereals excluding rice,tonnes,288743281,0.1811
1965,Europe,Cereals excluding rice,tonnes,269702924,0.2047
1966,Europe,Cereals excluding rice,tonnes,319080013,0.1939
1967,Europe,Cereals excluding rice,tonnes,314305601,0.2077
1968,Europe,Cereals excluding rice,tonnes,335937467,0.2112
1969,Europe,Cereals excluding rice,tonnes,332410265,0.2206
1970,Europe,Cereals excluding rice,tonnes,342848318,0.2291
1971,Europe,Cereals excluding rice,tonnes,370582709,0.2277
1972,Europe,Cereals excluding rice,tonnes,363852166,0.239
1973,Europe,Cereals excluding rice,tonnes,411374841,0.2283
1974,Europe,Cereals excluding rice,tonnes,399742711,0.239
1975,Europe,Cereals excluding rice,tonnes,337398795,0.2873
1976,Europe,Cereals excluding rice,tonnes,412425758,0.2478
1977,Europe,Cereals excluding rice,tonnes,398134788,0.2601
1978,Europe,Cereals excluding rice,tonnes,455557267,0.2443
1979,Europe,Cereals excluding rice,tonnes,394009117,0.2739
1980,Europe,Cereals excluding rice,tonnes,419367803,0.267
1981,Europe,Cereals excluding rice,tonnes,378836572,0.2901
1982,Europe,Cereals excluding rice,tonnes,428141072,0.2725
1983,Europe,Cereals excluding rice,tonnes,421053975,0.2884
1984,Europe,Cereals excluding rice,tonnes,448109210,0.2759
1985,Europe,Cereals excluding rice,tonnes,442611592,0.2859
1986,Europe,Cereals excluding rice,tonnes,458368599,0.2825
1987,Europe,Cereals excluding rice,tonnes,448022664,0.2895
1988,Europe,Cereals excluding rice,tonnes,444978126,0.2924
1989,Europe,Cereals excluding rice,tonnes,466697033,0.2647
1990,Europe,Cereals excluding rice,tonnes,478861561,0.237
1991,Europe,Cereals excluding rice,tonnes,444385774.3,0.2284
1992,Europe,Cereals excluding rice,tonnes,394443952.1,0.205
1993,Europe,Cereals excluding rice,tonnes,399771702,0.1935
1994,Europe,Cereals excluding rice,tonnes,370747308.1,0.1938
1995,Europe,Cereals excluding rice,tonnes,361781612.6,0.1941
1996,Europe,Cereals excluding rice,tonnes,375034325.8,0.1937
1997,Europe,Cereals excluding rice,tonnes,424079370.6,0.1773
1998,Europe,Cereals excluding rice,tonnes,368474986.4,0.1919
1999,Europe,Cereals excluding rice,tonnes,359618367.8,0.1942
2000,Europe,Cereals excluding rice,tonnes,367614689.9,0.1889
2001,Europe,Cereals excluding rice,tonnes,412130734.2,0.1777
2002,Europe,Cereals excluding rice,tonnes,417322786.6,0.1726
2003,Europe,Cereals excluding rice,tonnes,345382180.9,0.2013
2004,Europe,Cereals excluding rice,tonnes,447178573.6,0.1669
2005,Europe,Cereals excluding rice,tonnes,406464819.4,0.1748
2006,Europe,Cereals excluding rice,tonnes,384966180.2,0.1811
2007,Europe,Cereals excluding rice,tonnes,372567718.2,0.1937
2008,Europe,Cereals excluding rice,tonnes,482815946.3,0.162
2009,Europe,Cereals excluding rice,tonnes,442356415.1,0.1676
2010,Europe,Cereals excluding rice,tonnes,383598112.6,0.1879
2011,Europe,Cereals excluding rice,tonnes,444432896.4,0.1734
2012,Europe,Cereals excluding rice,tonnes,397462974.1,0.1875
2013,Europe,Cereals excluding rice,tonnes,462880560.2,0.1729
2014,Europe,Cereals excluding rice,tonnes,502309992.9,0.1647
2015,Europe,Cereals excluding rice,tonnes,479576314.4,0.1727
2016,Europe,Cereals excluding rice,tonnes,488208974.2,0.1725
2017,Europe,Cereals excluding rice,tonnes,497182139.2,0.173
1961,Europe,"Rice, paddy",tonnes,1844996,3.523
1962,Europe,"Rice, paddy",tonnes,1804893,3.5909
1963,Europe,"Rice, paddy",tonnes,1847579,3.8323
1964,Europe,"Rice, paddy",tonnes,2023740,4.0106
1965,Europe,"Rice, paddy",tonnes,1875436,4.7038
1966,Europe,"Rice, paddy",tonnes,2163240,4.4586
1967,Europe,"Rice, paddy",tonnes,2500193,4.2678
1968,Europe,"Rice, paddy",tonnes,2506471,4.6946
1969,Europe,"Rice, paddy",tonnes,2892682,4.3466
1970,Europe,"Rice, paddy",tonnes,2977167,4.5863
1971,Europe,"Rice, paddy",tonnes,3138332,4.6486
1972,Europe,"Rice, paddy",tonnes,3117864,4.9371
1973,Europe,"Rice, paddy",tonnes,3602921,4.5867
1974,Europe,"Rice, paddy",tonnes,3665101,4.6169
1975,Europe,"Rice, paddy",tonnes,3772679,4.7082
1976,Europe,"Rice, paddy",tonnes,3495403,5.0989
1977,Europe,"Rice, paddy",tonnes,3535309,5.2485
1978,Europe,"Rice, paddy",tonnes,3770710,5.1917
1979,Europe,"Rice, paddy",tonnes,4251721,4.6463
1980,Europe,"Rice, paddy",tonnes,4440056,4.5901
1981,Europe,"Rice, paddy",tonnes,4085503,4.9875
1982,Europe,"Rice, paddy",tonnes,4191574,5.0681
1983,Europe,"Rice, paddy",tonnes,4165637,5.328
1984,Europe,"Rice, paddy",tonnes,4505847,5.1051
1985,Europe,"Rice, paddy",tonnes,4574617,5.1722
1986,Europe,"Rice, paddy",tonnes,4686319,5.125
1987,Europe,"Rice, paddy",tonnes,4581697,5.3605
1988,Europe,"Rice, paddy",tonnes,4809053,5.1513
1989,Europe,"Rice, paddy",tonnes,4374179,5.2259
1990,Europe,"Rice, paddy",tonnes,4570432,4.7448
1991,Europe,"Rice, paddy",tonnes,4290647,4.6262
1992,Europe,"Rice, paddy",tonnes,3125132,4.3528
1993,Europe,"Rice, paddy",tonnes,2803393,4.4787
1994,Europe,"Rice, paddy",tonnes,2864043,4.0077
1995,Europe,"Rice, paddy",tonnes,2704625,4.0379
1996,Europe,"Rice, paddy",tonnes,3204652,3.7323
1997,Europe,"Rice, paddy",tonnes,3173638,3.6475
1998,Europe,"Rice, paddy",tonnes,3176434,3.5711
1999,Europe,"Rice, paddy",tonnes,3247295,3.525
2000,Europe,"Rice, paddy",tonnes,3179465,3.5551
2001,Europe,"Rice, paddy",tonnes,3148237,3.5716
2002,Europe,"Rice, paddy",tonnes,3207397,3.362
2003,Europe,"Rice, paddy",tonnes,3254582,3.4841
2004,Europe,"Rice, paddy",tonnes,3453339,3.2465
2005,Europe,"Rice, paddy",tonnes,3350531,3.2197
2006,Europe,"Rice, paddy",tonnes,3406389,3.2012
2007,Europe,"Rice, paddy",tonnes,3608281,3.1892
2008,Europe,"Rice, paddy",tonnes,3454286,3.2106
2009,Europe,"Rice, paddy",tonnes,4251330,2.6915
2010,Europe,"Rice, paddy",tonnes,4302084,2.8289
2011,Europe,"Rice, paddy",tonnes,4370198,2.847
2012,Europe,"Rice, paddy",tonnes,4395941,2.7217
2013,Europe,"Rice, paddy",tonnes,4029827,3.0005
2014,Europe,"Rice, paddy",tonnes,3964568,3.0508
2015,Europe,"Rice, paddy",tonnes,4224345,2.9353
2016,Europe,"Rice, paddy",tonnes,4150625,3.08
2017,Europe,"Rice, paddy",tonnes,4051459,3.1905
1961,Europe,"Meat, cattle",tonnes,9682481,20.5152
1962,Europe,"Meat, cattle",tonnes,10568222,20.089
1963,Europe,"Meat, cattle",tonnes,11108990,19.5292
1964,Europe,"Meat, cattle",tonnes,10628557,19.8636
1965,Europe,"Meat, cattle",tonnes,10917679,19.8088
1966,Europe,"Meat, cattle",tonnes,11982039,19.3913
1967,Europe,"Meat, cattle",tonnes,13262138,18.1076
1968,Europe,"Meat, cattle",tonnes,14020116,17.2109
1969,Europe,"Meat, cattle",tonnes,14138668,16.8639
1970,Europe,"Meat, cattle",tonnes,14258341,16.7887
1971,Europe,"Meat, cattle",tonnes,14487184,16.9762
1972,Europe,"Meat, cattle",tonnes,14044279,18.0407
1973,Europe,"Meat, cattle",tonnes,14496663,18.1239
1974,Europe,"Meat, cattle",tonnes,16435177,16.6971
1975,Europe,"Meat, cattle",tonnes,16702213,16.7681
1976,Europe,"Meat, cattle",tonnes,16669298,16.887
1977,Europe,"Meat, cattle",tonnes,16844326,16.621
1978,Europe,"Meat, cattle",tonnes,17081434,16.6086
1979,Europe,"Meat, cattle",tonnes,17508139,16.3891
1980,Europe,"Meat, cattle",tonnes,17403421,16.5926
1981,Europe,"Meat, cattle",tonnes,16988763,16.8455
1982,Europe,"Meat, cattle",tonnes,16832365,17.0872
1983,Europe,"Meat, cattle",tonnes,17426456,16.4262
1984,Europe,"Meat, cattle",tonnes,18318239,16.1795
1985,Europe,"Meat, cattle",tonnes,18494457,16.2174
1986,Europe,"Meat, cattle",tonnes,19044042,15.665
1987,Europe,"Meat, cattle",tonnes,19546864,15.2519
1988,Europe,"Meat, cattle",tonnes,19221881,15.0898
1989,Europe,"Meat, cattle",tonnes,19180302,15.345
1990,Europe,"Meat, cattle",tonnes,20067484,14.639
1991,Europe,"Meat, cattle",tonnes,19804249,14.3959
1992,Europe,"Meat, cattle",tonnes,17069840,14.4988
1993,Europe,"Meat, cattle",tonnes,15612267,15.0089
1994,Europe,"Meat, cattle",tonnes,14839065,15.1249
1995,Europe,"Meat, cattle",tonnes,13967876,15.1346
1996,Europe,"Meat, cattle",tonnes,13628148,15.0606
1997,Europe,"Meat, cattle",tonnes,13155347,14.8451
1998,Europe,"Meat, cattle",tonnes,12566738,14.7393
1999,Europe,"Meat, cattle",tonnes,12119411,14.799
2000,Europe,"Meat, cattle",tonnes,11769210,15.0598
2001,Europe,"Meat, cattle",tonnes,11416320,15.0312
2002,Europe,"Meat, cattle",tonnes,11666901,14.5941
2003,Europe,"Meat, cattle",tonnes,11651482,14.4548
2004,Europe,"Meat, cattle",tonnes,11528350,14.2466
2005,Europe,"Meat, cattle",tonnes,11188208,14.4389
2006,Europe,"Meat, cattle",tonnes,11077904,14.3181
2007,Europe,"Meat, cattle",tonnes,11114432,14.3607
2008,Europe,"Meat, cattle",tonnes,11016708,14.4102
2009,Europe,"Meat, cattle",tonnes,10896593,14.483
2010,Europe,"Meat, cattle",tonnes,11020644,14.2163
2011,Europe,"Meat, cattle",tonnes,10758836,14.177
2012,Europe,"Meat, cattle",tonnes,10417892,14.7152
2013,Europe,"Meat, cattle",tonnes,10147373,15.2011
2014,Europe,"Meat, cattle",tonnes,10174251,15.2622
2015,Europe,"Meat, cattle",tonnes,10432499,14.9115
2016,Europe,"Meat, cattle",tonnes,10564848,14.781
2017,Europe,"Meat, cattle",tonnes,10504465,14.8705
1961,Europe,"Milk, whole fresh cow",tonnes,189603445,1.4816
1962,Europe,"Milk, whole fresh cow",tonnes,190711813,1.4849
1963,Europe,"Milk, whole fresh cow",tonnes,187109194,1.522
1964,Europe,"Milk, whole fresh cow",tonnes,189530747,1.4946
1965,Europe,"Milk, whole fresh cow",tonnes,203951844,1.4005
1966,Europe,"Milk, whole fresh cow",tonnes,211239280,1.3643
1967,Europe,"Milk, whole fresh cow",tonnes,218467625,1.3439
1968,Europe,"Milk, whole fresh cow",tonnes,224233041,1.3135
1969,Europe,"Milk, whole fresh cow",tonnes,223272147,1.3151
1970,Europe,"Milk, whole fresh cow",tonnes,223392477,1.2882
1971,Europe,"Milk, whole fresh cow",tonnes,223718733,1.2838
1972,Europe,"Milk, whole fresh cow",tonnes,230004632,1.2563
1973,Europe,"Milk, whole fresh cow",tonnes,238023459,1.2374
1974,Europe,"Milk, whole fresh cow",tonnes,243337319,1.2209
1975,Europe,"Milk, whole fresh cow",tonnes,243046299,1.2245
1976,Europe,"Milk, whole fresh cow",tonnes,244638444,1.2137
1977,Europe,"Milk, whole fresh cow",tonnes,254277465,1.1715
1978,Europe,"Milk, whole fresh cow",tonnes,259383792,1.1584
1979,Europe,"Milk, whole fresh cow",tonnes,261253680,1.1539
1980,Europe,"Milk, whole fresh cow",tonnes,260908516,1.1556
1981,Europe,"Milk, whole fresh cow",tonnes,257965737,1.1666
1982,Europe,"Milk, whole fresh cow",tonnes,263330862,1.1495
1983,Europe,"Milk, whole fresh cow",tonnes,275373550,1.1011
1984,Europe,"Milk, whole fresh cow",tonnes,276793073,1.0894
1985,Europe,"Milk, whole fresh cow",tonnes,275380787,1.0772
1986,Europe,"Milk, whole fresh cow",tonnes,279864281,1.0412
1987,Europe,"Milk, whole fresh cow",tonnes,275933296,1.0299
1988,Europe,"Milk, whole fresh cow",tonnes,275926915,1.0078
1989,Europe,"Milk, whole fresh cow",tonnes,278392618,0.9879
1990,Europe,"Milk, whole fresh cow",tonnes,276791414,0.9773
1991,Europe,"Milk, whole fresh cow",tonnes,261114624,1.0026
1992,Europe,"Milk, whole fresh cow",tonnes,233360581,0.9794
1993,Europe,"Milk, whole fresh cow",tonnes,227802120,0.9701
1994,Europe,"Milk, whole fresh cow",tonnes,222799142,0.9767
1995,Europe,"Milk, whole fresh cow",tonnes,220011740,0.9504
1996,Europe,"Milk, whole fresh cow",tonnes,214498908,0.9368
1997,Europe,"Milk, whole fresh cow",tonnes,210592078,0.9151
1998,Europe,"Milk, whole fresh cow",tonnes,210733218,0.873
1999,Europe,"Milk, whole fresh cow",tonnes,208801334,0.8489
2000,Europe,"Milk, whole fresh cow",tonnes,207651984,0.8326
2001,Europe,"Milk, whole fresh cow",tonnes,208651686,0.8082
2002,Europe,"Milk, whole fresh cow",tonnes,210234713,0.7841
2003,Europe,"Milk, whole fresh cow",tonnes,209796274,0.7612
2004,Europe,"Milk, whole fresh cow",tonnes,206966269,0.7429
2005,Europe,"Milk, whole fresh cow",tonnes,207475120,0.7088
2006,Europe,"Milk, whole fresh cow",tonnes,206777699,0.6954
2007,Europe,"Milk, whole fresh cow",tonnes,206470732,0.6855
2008,Europe,"Milk, whole fresh cow",tonnes,208132638,0.6735
2009,Europe,"Milk, whole fresh cow",tonnes,207308864,0.6584
2010,Europe,"Milk, whole fresh cow",tonnes,206745138,0.6466
2011,Europe,"Milk, whole fresh cow",tonnes,208631982,0.6268
2012,Europe,"Milk, whole fresh cow",tonnes,209658177,0.6217
2013,Europe,"Milk, whole fresh cow",tonnes,210081958,0.6161
2014,Europe,"Milk, whole fresh cow",tonnes,216241230,0.5972
2015,Europe,"Milk, whole fresh cow",tonnes,219278186,0.5848
2016,Europe,"Milk, whole fresh cow",tonnes,218779120,0.5799
2017,Europe,"Milk, whole fresh cow",tonnes,221362061,0.5661
1961,Europe,"Meat, goat",tonnes,121151,22.2952
1962,Europe,"Meat, goat",tonnes,122055,20.2201
1963,Europe,"Meat, goat",tonnes,116638,21.2396
1964,Europe,"Meat, goat",tonnes,112059,18.5623
1965,Europe,"Meat, goat",tonnes,114816,17.7378
1966,Europe,"Meat, goat",tonnes,108998,18.8505
1967,Europe,"Meat, goat",tonnes,110029,19.3309
1968,Europe,"Meat, goat",tonnes,113497,18.5356
1969,Europe,"Meat, goat",tonnes,114015,18.781
1970,Europe,"Meat, goat",tonnes,111353,17.819
1971,Europe,"Meat, goat",tonnes,110568,19.4983
1972,Europe,"Meat, goat",tonnes,107259,20.0585
1973,Europe,"Meat, goat",tonnes,105573,20.4618
1974,Europe,"Meat, goat",tonnes,112877,19.1281
1975,Europe,"Meat, goat",tonnes,112517,20.3079
1976,Europe,"Meat, goat",tonnes,115147,19.4993
1977,Europe,"Meat, goat",tonnes,118423,17.5746
1978,Europe,"Meat, goat",tonnes,123365,17.4719
1979,Europe,"Meat, goat",tonnes,107618,20.0828
1980,Europe,"Meat, goat",tonnes,115982,19.4042
1981,Europe,"Meat, goat",tonnes,121972,21.013
1982,Europe,"Meat, goat",tonnes,118929,21.0182
1983,Europe,"Meat, goat",tonnes,122004,21.7873
1984,Europe,"Meat, goat",tonnes,129953,20.7308
1985,Europe,"Meat, goat",tonnes,122700,21.4009
1986,Europe,"Meat, goat",tonnes,126013,21.9724
1987,Europe,"Meat, goat",tonnes,131254,20.6369
1988,Europe,"Meat, goat",tonnes,135479,20.7763
1989,Europe,"Meat, goat",tonnes,127831,24.4831
1990,Europe,"Meat, goat",tonnes,137824,19.5309
1991,Europe,"Meat, goat",tonnes,133629,21.2994
1992,Europe,"Meat, goat",tonnes,126127,17.3762
1993,Europe,"Meat, goat",tonnes,130875,16.5411
1994,Europe,"Meat, goat",tonnes,135049,15.7889
1995,Europe,"Meat, goat",tonnes,132055,16.2361
1996,Europe,"Meat, goat",tonnes,136370,14.9464
1997,Europe,"Meat, goat",tonnes,131354,14.74
1998,Europe,"Meat, goat",tonnes,132411,14.2272
1999,Europe,"Meat, goat",tonnes,135451,13.7643
2000,Europe,"Meat, goat",tonnes,139356,13.4814
2001,Europe,"Meat, goat",tonnes,136558,13.327
2002,Europe,"Meat, goat",tonnes,140515,12.6242
2003,Europe,"Meat, goat",tonnes,141897,13.0192
2004,Europe,"Meat, goat",tonnes,140510,13.5578
2005,Europe,"Meat, goat",tonnes,135704,13.1443
2006,Europe,"Meat, goat",tonnes,131908,12.7271
2007,Europe,"Meat, goat",tonnes,134962,12.7959
2008,Europe,"Meat, goat",tonnes,128930,13.5405
2009,Europe,"Meat, goat",tonnes,130377,15.016
2010,Europe,"Meat, goat",tonnes,135095,13.9018
2011,Europe,"Meat, goat",tonnes,132297,14.3913
2012,Europe,"Meat, goat",tonnes,130874,14.4678
2013,Europe,"Meat, goat",tonnes,125887,15.6243
2014,Europe,"Meat, goat",tonnes,106350,18.0097
2015,Europe,"Meat, goat",tonnes,106237,19.1044
2016,Europe,"Meat, goat",tonnes,110077,21.1293
2017,Europe,"Meat, goat",tonnes,119000,17.5722
1961,Europe,"Milk, whole fresh goat",tonnes,2890566,0.8931
1962,Europe,"Milk, whole fresh goat",tonnes,2687038,0.9572
1963,Europe,"Milk, whole fresh goat",tonnes,2680874,0.8545
1964,Europe,"Milk, whole fresh goat",tonnes,2633734,0.8836
1965,Europe,"Milk, whole fresh goat",tonnes,2515031,0.9211
1966,Europe,"Milk, whole fresh goat",tonnes,2497415,0.8955
1967,Europe,"Milk, whole fresh goat",tonnes,2377003,0.9429
1968,Europe,"Milk, whole fresh goat",tonnes,2205460,0.9769
1969,Europe,"Milk, whole fresh goat",tonnes,2098828,0.9829
1970,Europe,"Milk, whole fresh goat",tonnes,2059099,0.9851
1971,Europe,"Milk, whole fresh goat",tonnes,1898014,0.9973
1972,Europe,"Milk, whole fresh goat",tonnes,1863615,0.9948
1973,Europe,"Milk, whole fresh goat",tonnes,1889689,0.9839
1974,Europe,"Milk, whole fresh goat",tonnes,1869629,1.0084
1975,Europe,"Milk, whole fresh goat",tonnes,1775251,1.0033
1976,Europe,"Milk, whole fresh goat",tonnes,1766581,1.0074
1977,Europe,"Milk, whole fresh goat",tonnes,1880312,1.0059
1978,Europe,"Milk, whole fresh goat",tonnes,1822862,1.0078
1979,Europe,"Milk, whole fresh goat",tonnes,1805499,0.9891
1980,Europe,"Milk, whole fresh goat",tonnes,1856767,0.9776
1981,Europe,"Milk, whole fresh goat",tonnes,1888721,0.962
1982,Europe,"Milk, whole fresh goat",tonnes,1920021,0.9529
1983,Europe,"Milk, whole fresh goat",tonnes,1954148,0.9446
1984,Europe,"Milk, whole fresh goat",tonnes,1952797,0.9447
1985,Europe,"Milk, whole fresh goat",tonnes,1980502,0.9535
1986,Europe,"Milk, whole fresh goat",tonnes,1998150,0.9622
1987,Europe,"Milk, whole fresh goat",tonnes,2072419,0.9572
1988,Europe,"Milk, whole fresh goat",tonnes,2114362,0.9648
1989,Europe,"Milk, whole fresh goat",tonnes,2112306,0.9797
1990,Europe,"Milk, whole fresh goat",tonnes,2161676,1.1651
1991,Europe,"Milk, whole fresh goat",tonnes,1928458,1.2416
1992,Europe,"Milk, whole fresh goat",tonnes,2082365,1.1226
1993,Europe,"Milk, whole fresh goat",tonnes,2148221,1.1118
1994,Europe,"Milk, whole fresh goat",tonnes,2199430,1.1695
1995,Europe,"Milk, whole fresh goat",tonnes,2213643,1.1791
1996,Europe,"Milk, whole fresh goat",tonnes,2404559,1.051
1997,Europe,"Milk, whole fresh goat",tonnes,2450740,1.0675
1998,Europe,"Milk, whole fresh goat",tonnes,2454590,1.0718
1999,Europe,"Milk, whole fresh goat",tonnes,2458541,1.0614
2000,Europe,"Milk, whole fresh goat",tonnes,2515478,1.0213
2001,Europe,"Milk, whole fresh goat",tonnes,2529946,1.0056
2002,Europe,"Milk, whole fresh goat",tonnes,2565451,1.0154
2003,Europe,"Milk, whole fresh goat",tonnes,2633704,1.0013
2004,Europe,"Milk, whole fresh goat",tonnes,2644749,0.9325
2005,Europe,"Milk, whole fresh goat",tonnes,2588594,0.9751
2006,Europe,"Milk, whole fresh goat",tonnes,2693434,0.9388
2007,Europe,"Milk, whole fresh goat",tonnes,2702196,0.9113
2008,Europe,"Milk, whole fresh goat",tonnes,2652663,0.9199
2009,Europe,"Milk, whole fresh goat",tonnes,2672544,0.8058
2010,Europe,"Milk, whole fresh goat",tonnes,2704109,0.8253
2011,Europe,"Milk, whole fresh goat",tonnes,2693672,0.8099
2012,Europe,"Milk, whole fresh goat",tonnes,2661754,0.8115
2013,Europe,"Milk, whole fresh goat",tonnes,2630858,0.7934
2014,Europe,"Milk, whole fresh goat",tonnes,2636705,0.7932
2015,Europe,"Milk, whole fresh goat",tonnes,2658345,0.7319
2016,Europe,"Milk, whole fresh goat",tonnes,2605676,0.7423
2017,Europe,"Milk, whole fresh goat",tonnes,2824715,0.8632
1961,Europe,"Meat, buffalo",tonnes,9163,113.2383
1962,Europe,"Meat, buffalo",tonnes,12608,84.4256
1963,Europe,"Meat, buffalo",tonnes,11438,91.697
